,Round.1,Cell type number,Final.cell.type,X,Y,CD68,PDGFRb,CD56,PanCK,CAV1,Vim,CD90,PDPN,CD45,Ki67,MUC1,EpCAM,aSMA,CD3,CD4,CD8,CD31
8124,Unknown,0,Unknown,9240.496,8892.857,70.09639,0,73.3253,0.1385542,0,8760.12,0.03614458,0,651.1506,0,0,52.8253,2092.313,279.1386,69.45783,72.25904,0
8125,Immune ,20,Immune ,6709.16,8893.992,87.41636,0,85.05948,3.821561,0,19872.56,1.855019,0,4390.743,0,0,156.4907,0,2740.208,385.0446,190.684,0
8126,Endothelial ,19,Endothelial ,9344.588,8894.247,22.10345,0,42.13793,6.534483,0,7838.576,73.31034,0,181.9207,0,0,161.5207,25.86897,24.9931,43.05172,55.5931,3620.503
8127,Unknown,0,Unknown,9468.084,8895.45,1913.113,0,46.08757,8.451977,0,16578.02,56.56215,0,318.3305,0,0,35.06497,0,38.31638,32.88418,76.46893,0
8128,Immune ,20,Immune ,6509.943,8895.81,533.7896,0,130.9806,30.45955,0,24600.27,29.20065,0,2349.521,0,0,625.7023,18758.42,102.7994,267.8317,269.2913,0.1003236
8129,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,8009.545,8895.069,354.3077,0,36.87912,1002.407,0,3304.319,0.467033,0,394.6593,0,0,12.32967,0,417.2308,53.1978,58.76374,0
8130,Immune ,20,Immune ,8073.845,8895.361,895.6377,0,49.29348,0.003623188,0,22868.31,22.8913,0,2440.87,0,0,59.55435,664.8333,2064.529,361.3116,147.9203,0
8131,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9922.779,8895.68,649.4785,0,96.23656,5404.882,0,13208.03,14.33871,0,71.05914,0,0,718.5269,0,33.07527,34.14516,72.13441,0
8132,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8162.464,8898.393,1423.533,0,41.2875,0,0,5418.296,20.61667,0,126.3042,0,0,159.75,10438.83,38.59583,44.15833,73.5125,0
8133,Unknown,0,Unknown,8373.08,8896.467,135.986,0,32.99438,1.980337,0.06460674,14027.16,4.325843,0,155.6404,0,0,63.17697,9.455056,33.27528,52.01685,71.69101,0
8134,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8558.884,8897.274,521.7528,0,62.14045,0.4101124,0,12893.97,0.5505618,0,224.236,0,0,91.68539,137.3427,28.45506,49.9382,71.3427,0
8135,Unknown,0,Unknown,8777.85,8896.461,745.7857,0,31.34615,2.016484,0,3018.157,1.431319,0,501.5302,0,0,118.1923,0,34.57418,35.67033,44.61538,0
8136,Endothelial ,19,Endothelial ,6182.906,8897.449,117.7489,0,46.34802,9.057269,0,8921.238,402.4934,0,44.81498,0,0,298.8767,7.339207,34.86344,43.70925,59.46696,466.7797
8137,Endothelial ,19,Endothelial ,7032.378,8898.222,452.5492,0,27.51639,0.147541,18.34426,10709.93,11351.14,0,12.20492,0,0,0.8934426,45117.39,51.63115,96.27049,92.62295,680.2541
8138,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6436.021,8898,72.38462,0,146.8103,10.11282,0,17136.04,5.205128,0,1579.774,0,0,227.0769,68.87692,675.6,294.5231,118.0769,208.7538
8139,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7696.417,8900.923,958.5589,0,85.05703,27625.01,0,10136.06,209.6882,0,64.88973,0,0,43.28137,1280.395,31.30798,26.15589,100.8023,0
8140,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7832.905,8902.405,243.7801,0,136.0709,27769.21,0,12633.64,7.574468,0,84.37589,0,0,317.7855,25742.6,33.92199,66.09929,69.32624,0
8141,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7848.143,8902.619,44.51376,0,185.2385,17887.62,0,2896.917,1.091743,0,42.19266,0,0,215.8624,8475.11,40.22018,54.09174,55.2844,0
8142,Endothelial ,19,Endothelial ,7096.653,8904,290.2372,0,90.56126,0.5731225,4014.842,4079.735,34.5336,0,11.65217,0,0,2.351779,40969.7,64.82609,73.55336,81.43874,870.4229
8143,Unknown,0,Unknown,7530.259,8903.676,291.239,0,137.9623,0.6352201,0,5707.692,7.748428,0,49.87421,0,0,2.050314,0,53.49057,50.45912,80.7673,0
8144,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9028,8904.19,36.65094,0,12.90566,10146.06,0,1870.726,4.632075,0,180.9906,0,0,597.1132,1345.425,20.36792,40.33019,44.32075,0
8145,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9799.066,8904.113,942.1033,0,36.81333,28965.79,0,12258.41,19.43667,0,40.28333,0,0,70.87188,0,24.52,31.29667,65.42667,0
8146,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,6652.658,8903.164,23.33333,0,43.9281,9.653595,0,13454.77,14.54902,0,49.82026,0,0,247.2843,219.2386,32.84314,40.86601,84.22222,0
8147,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6407.899,8907.011,2025.97,0,77.19623,11.14717,0,25544.65,1.716981,0,264.6038,0,0,468.883,119.3132,33.22642,57.47925,145.9849,0
8148,Unknown,0,Unknown,7545.47,8905.879,870.0256,0,58.97436,0.1196581,0,22569.96,2.538462,0,73.18803,0,0,8.65812,0,21.35897,41.63248,116.1795,0
8149,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8860.441,8906.262,335.119,0,66.19444,1112.492,0,11146.56,3.583333,0,241.4325,0,0,339.373,54.05952,36.14683,56.73413,73.30159,0
8150,Endothelial ,19,Endothelial ,8927.452,8906.446,895.4372,1.099567,45.9697,0,0,12634.28,3010.424,0,324.0952,0,0,210.039,1564.567,40.17749,41,79.42857,8594.095
8151,Immune ,20,Immune ,9187.725,8906,155.568,0,347.904,5.872,0,14658.34,0,0,3535.544,0,0,163.424,1066.896,1329.144,48.608,370.608,0
8152,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9717.091,8906.97,337.76,0,27.088,6655.496,0,361.744,0,0,6.76,0,0,46.10641,0,31.344,33.624,30.8,0
8153,Unknown,0,Unknown,6961.596,8907.021,9.559783,0,78.96739,0.1902174,263.837,1130.304,4.13587,0,7.065217,0,0,0,30108.03,49.65761,52.5163,59.30435,0
8154,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6525.955,8908.856,489.557,0,166.7025,8.050633,0.0443038,9807.785,1.493671,0,797.981,0,0,339.519,5854.089,201.2722,564.8165,1097.924,1.993671
8155,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,6492.318,8908.709,6.13615,0,44.61033,3.483568,0,10634.55,1.028169,0,8.699531,0,0,197.2864,146.2676,24.74178,37.17371,79.79343,0
8156,Unknown,0,Unknown,6946.908,8915.292,10.56915,0,95.76064,1.284574,177.516,1170.822,8.180851,0,4.319149,0,0,0.3457447,36708.78,37.89628,41.28457,34.57979,0
8157,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,7202.321,8909.685,609.3289,0,78.63158,3.324561,19.90351,17343.37,8.491228,0,15.28509,0,0,0.3245614,42331.69,39.96053,60.45614,85.36404,0
8158,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,8000.957,8908.957,8.675214,0,26.4359,5313.88,0,2487.897,0.4273504,0,34.5812,0,0,19.2906,0,40.35043,40.97436,59.2906,0
8159,Unknown,0,Unknown,8293.259,8909,225.1027,0,62.21622,3.540541,0,3996.319,11.36757,0,129.5027,0,0,105.6432,5751.93,28.91892,38.49189,59.8,0
8160,Unknown,0,Unknown,9244.609,8910.18,1348.25,0,86.2619,2.488095,0,19746.71,2.781746,0,430.9286,0,0,209.8056,6.337302,50.96429,35.21429,87.2381,0
8161,Immune ,20,Immune ,6442.604,8911.462,199.1792,0,99.00943,17.35849,0,14380.06,3.627358,0,3481.825,0,0,351.434,169.2358,1449.75,1154.863,88.68396,0
8162,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,6613.205,8911.273,600.7644,0,92.98558,3.591346,0,18678.74,0.5096154,0,1185.659,0,0,296.8365,0,29.12981,65.29327,72.20673,0
8163,Endothelial ,19,Endothelial ,7048.873,8911.323,493.9772,0,70.98099,0.3193916,329.5779,12019.14,13175.48,0,3.60076,0,0,7.422053,31755.11,36.6654,59.02662,102.0798,4442.783
8164,Unknown,0,Unknown,7071.63,8912.557,6933.654,0,86.68551,3.208481,9.106007,11004.64,43.0636,0,245.4276,0,0,12.79859,6063.127,43.13074,224.106,93.20848,1.084806
8165,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7128.743,8910.289,287.7,0,60.83571,0.7142857,5.003571,7990.1,46.93214,0,3.421429,0,0,3.760714,27805.01,44.31071,51.58571,73.99286,0
8166,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,9061.408,8912.17,13495.83,0,60.29665,8.961722,0,16923.02,0.6220096,0,527.9043,0,0,586.0144,3545.368,109.9091,78.93301,97.02392,0.2105263
8167,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9868.412,8912.706,113.5507,0,45.43478,9354.217,0,725,0.08695652,0,431.0435,0,0,6.57971,0,39.13043,29.23188,44.44928,0
8168,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7248.252,8913.391,171.16,0,40.63,3.79,12.66,7455.74,2.025,0,7.15,0,0,0.89,35159.4,32.465,33.39,60.67,0
8169,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8060.347,8912.322,318.3092,0,204.6715,0.3768116,0,15785.7,0.1980676,0,402.599,0,0,34.84058,6651.309,25.99034,44.89372,82.25121,0
8170,aSMA+CD90+PDGFRb-PDPN-CAV1+,11,aSMA+CD90+PDGFRb-PDPN-CAV1+,8448.613,8913.405,5212.908,0,56.80282,0,168.3239,25670.98,2106.317,0,153.2606,0,0,1045.923,5285.859,26.52113,61.56338,145.1901,11551.01
8171,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9641.297,8913.229,738.3498,0,51.85202,10979.37,0,5412.202,2.713004,0,38.21973,0,0,135.0594,0,30.78027,32.00897,51.93722,0
8172,Endothelial ,19,Endothelial ,9956.327,8913.551,1607.682,0,79.7095,7.664804,0,13344.53,4808.816,0,27.82123,0,0,121.7709,2476.994,34.78212,45.93855,69.48045,7308.76
8173,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6225.983,8914.698,431.6495,0,66.20103,2.103093,0,17789.85,2.149485,0,1880.711,0,0,180.1443,84.76804,753.0155,396.5258,98.58247,163.1649
8174,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7938.533,8910.133,143.3602,0,54.52688,17133.64,0,4194.731,0,0,6.827957,0,0,28.48752,0,48.19892,37.91935,66.07527,0
8175,Immune ,20,Immune ,9162.254,8913.921,12453.01,0,81.59355,2.406452,0,19607.17,0.8,0,4860.735,0,0,260.9032,0.06451613,893.4774,124.8387,77.31613,31.0129
8176,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9857.162,8913.331,182.5676,0,39.62647,7683.247,0,59.87353,0.2264706,0,54.10294,0,0,22.09989,0,25.17647,31.63824,46.31765,0
8177,Endothelial ,19,Endothelial ,6671.613,8917.387,116.6438,0,58.08219,2.90411,0,22182.09,4.349315,0,66.27397,0,0,171.8082,0.1643836,34.26712,67.75342,110.1575,219.4521
8178,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7710.916,8916.723,1870.457,0,45.09417,45335.32,0,9943.686,416.3004,0,511.4081,0,0,96.16592,0,27.8296,66.95964,78.84305,0
8179,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8157.574,8917.052,146.2615,0,60.95385,6.958974,0,5054.164,23.28718,0,180.2359,0,0,253.9436,10054.65,43.70769,39.78974,57.38462,0
8180,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8325.99,8915.695,13520.6,0,56.30864,30409.76,0,34026.98,39.48148,0,1075.189,0,0,1224.495,2342.704,39.67078,76.8107,175.9547,0
8181,Endothelial ,19,Endothelial ,8436.964,8917.167,2309.353,0,55.33191,4.604255,68.42979,12444.31,3053.157,0,154.4298,0,0,252.3191,14839.27,43.68511,55.64255,68.29362,5948.349
8182,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9659.784,8916.427,426.6103,0,41.99061,12153.48,0,5013.362,11.35211,0,26.56338,0,0,116.4413,0,30.71831,27.64789,43.66667,0
8183,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9898.73,8917.176,8078.367,0,63.88166,1697.287,0,25810.81,1.692308,0,982.9911,0,0,201.2456,0,132.8728,210.3935,116.8757,0
8184,Unknown,0,Unknown,7534.476,8917.857,517.5225,0,243.9099,0,0,9185.505,1.540541,0,15.47748,0,0,10.90991,0,38.34234,41.10811,91.32432,7.666667
8185,Unknown,0,Unknown,9362.259,8917.852,12.23697,0,43.52133,2.180095,0,6288.213,12.90521,0,210.0142,0,0,167.8057,376.91,38.35071,42.62559,56.0237,0
8186,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,9510.59,8917.718,899.3864,0,80.33182,1.272727,0,12683.26,3910.095,0,197.1045,0,0,31.66818,179.8409,27.73182,46.71818,86.07273,0
8187,Unknown,0,Unknown,6978.292,8919.354,145.9809,0,54.60766,0.6698565,11.74641,3369.383,4.349282,0,3.736842,0,0,0.3827751,52842.96,21.2488,60.78469,69.00957,0
8188,Endothelial ,19,Endothelial ,7477.852,8920.362,983.6714,0,80.88929,0.575,0.1357143,17687.55,2.667857,0,210.8464,0,0,4.1,14.33214,61.26429,119.5321,135.95,56.02143
8189,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8339.27,8919.486,13177.52,0,39.63333,9125.208,0,47452.78,51.41667,0,967.175,0,0,604.5333,1.583333,32.51667,63.70833,232.6083,0
8190,Unknown,0,Unknown,7558.507,8920.338,756.9102,0,923.1737,0.01796407,0,9793.281,49.26946,0,725.2275,0,0,1.407186,0,300.1557,103.3533,92.91617,0
8191,Immune ,20,Immune ,8621.581,8921.204,6562.85,0,43.44385,0.8395722,0,21172.05,6.951872,0,2005.636,0,0,230.5455,44.82353,769.8556,139.6096,124.5882,0
8192,Immune ,20,Immune ,9067.879,8921.953,5492.672,0,74.96667,1.5,0,12257.17,0.1222222,0,1808.711,0,0,173.8722,9019.1,723.5056,171.3444,87.50556,0
8193,Endothelial ,19,Endothelial ,7065.484,8924.516,436.5345,0,58.94828,0.362069,97.75862,2010.345,7076.448,0,33.5,0,0,3.413793,20649.03,45.18966,41.55172,38.87931,4462.879
8194,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8511.5,8924.1,5924.172,0,44.72414,0,0,9956.543,10.53448,0,477.25,0,0,107.4828,11.94828,32.0431,73.06034,55.07759,2.008621
8195,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,9290.062,8923.747,249.4545,0,111.595,0.03305785,0,12082.5,0.9669421,0,214.4339,0,0,165.2769,14653.36,41.52893,58.14876,74.80165,19.67769
8196,Immune ,20,Immune ,8576.886,8924.432,936.8197,0,29.36885,4.581967,0,24422.37,8.180328,0,1915.008,0,0,85.5082,0.3934426,1580.434,195.877,129.541,0
8197,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,8453.672,8926.262,2662.088,0,56.88235,0.01960784,0,19855.03,9966.216,0,168.9902,0,0,285.4412,27912.37,41.45098,84.63725,116.7353,11447.87
8198,Endothelial ,19,Endothelial ,9397.873,8927.924,223.4554,0,79.89202,4.150235,0.2206573,8454.282,1361.352,0,178.939,0,16.66667,273.4413,577.5211,53.62441,76.01408,99.97183,2170.244
8199,Endothelial ,19,Endothelial ,7584.083,8927.25,1433.127,0,52.14179,0.1492537,64.31343,9864.716,4390.224,0,47.64925,0,0,14.90299,2734.828,21.5,82.52239,67.95522,1106.694
8200,Endothelial ,19,Endothelial ,7072.805,8930.377,358.7576,0,54.2197,2.787879,11.92424,3510.303,12957.27,0,266.6742,0,0,3.416667,18864.7,33.96212,107.4773,70.93939,8002.598
8201,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7995.947,8929.234,97.55256,0,48.04043,9510.593,0,3014.577,0.3530997,0,31.61995,0,0,135.1271,9607.919,46.32075,29.36119,68.59299,0
8202,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8072.345,8928.448,377.3932,0,39,1.25641,0,16749.23,4.709402,0,383.3248,0,0,57.13675,4020.581,59.53846,40.47009,96.11966,0
8203,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8534.267,8928.933,152.6712,0,55.86301,0.3835616,0,2712.342,1.863014,0,198.3699,0,0,163.6849,58.06849,29.10959,39.49315,33.93151,0
8204,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8167.778,8930.796,251.6814,0,50.84956,3.831858,0,1805.735,46.80531,0,180.3451,0,0,200.1858,8862.619,32.42478,20.9469,58.48673,0
8205,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8312.253,8930.347,10.96296,0,51.45679,0.01234568,0,1924.901,14.41975,0,146.0062,0,0,137.3395,8864.907,34.38272,33.44444,45.32716,0
8206,Unknown,0,Unknown,7102.381,8930.629,99.84354,0,98.34694,2.857143,3.506803,3666.075,1.258503,0,6.408163,0,0,1.772109,16549.59,42.78912,37.40816,46.17347,0
8207,PanCK-Vim-MUC1-,5,PanCK-Vim-MUC1-,8964.809,8930.317,134.6794,0,254.2439,0,0,2118.833,0,0,350.0383,0,0,132.554,45391.99,42.73519,36.67247,46.42857,0
8208,Unknown,0,Unknown,9220.523,8930.94,3278.516,0,52.2377,0.7418033,0,27904.3,3.967213,0,1157.381,0,0,118.8115,500.6803,41.67623,76.06557,130.9549,0.5
8209,Endothelial ,19,Endothelial ,9239.159,8931.524,71.05926,0,68.78519,0,0,10807.79,0,0,459.3259,0,0,100.9778,1.925926,40.05185,44.81481,67.68148,249.4593
8210,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9734.259,8931.111,299.123,0,44.57219,3255.556,0,806.2941,0.6149733,0,25.7754,0,0,35.61497,0,26.91979,30.6738,39.76471,0
8211,Unknown,0,Unknown,6967.769,8933.077,14.08163,0,100.551,0.2040816,7.663265,210.0204,0,0,0.05102041,0,0,0,4784.531,56.28571,37,50.2551,0
8212,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7944.25,8933.74,687.6923,0,42.53297,11908.66,0,17820.16,5.43956,0,10.16484,0,0,10.82418,0,29.76923,33.86813,113.8022,0
8213,Immune ,20,Immune ,6485.211,8933.275,211.8906,0,35.56226,1.475472,0,23687.61,0.8754717,0,1546.079,0,0,195.5358,362.6717,810.4943,348.2906,231.1736,0
8214,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7743.424,8931.988,134.2971,0,46.84571,33090.12,0,3626.503,32.50857,0,18.34286,0,0,13.12375,0,40.50857,38.26286,45.38857,0
8215,Immune ,20,Immune ,7561.503,8934.168,921.8931,0,223.6038,1.666667,0,14808.85,2.163522,0,5532.969,0,0,4.308176,0,2543.132,701.0818,115.239,0
8216,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8923.653,8933.723,703.7582,0,59.2033,1712.077,49.34615,13449.14,111.0275,0,212.7802,0,0,2566.099,184.3297,47,45.95055,76.73626,48.84615
8217,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,6638.779,8934.788,5720.025,0,36.55085,55.15254,0,20045.11,8.419492,0,1036.835,0,0,604.6822,0,39.47034,94.96186,316.6186,0
8218,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,6792.57,8935.949,79.79188,0,58.21827,1.116751,66.44162,25502.18,5.979695,0,4.756345,0,0,0,1190.711,30.17766,18.5736,247.9594,0
8219,Unknown,0,Unknown,7294.652,8934.865,28.68376,0,68.88034,3.722222,535.0342,5992.803,76.41453,0,11.19231,0,0,0.8974359,5017.491,51.73077,45.19231,58.83333,0
8220,aSMA+CD90+PDGFRb-PDPN-CAV1+,11,aSMA+CD90+PDGFRb-PDPN-CAV1+,6174.45,8935.866,579.8121,0,44.90268,13.16443,1605.946,16230.77,8115.336,0,131.3826,0,0,764.2416,5480.56,50.89262,71.28859,94.27181,2913.607
8221,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7679.489,8938.755,250.9678,0,84.72386,1.785523,0.150134,11053.18,29.3807,0,16.61394,0,0,6.707775,9318.796,65.42627,51.23056,90.44236,0
8222,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8434.617,8936.148,215.1813,0,48.26316,9.690058,0,19041.57,0.02923977,0,154.1404,0,0,58.90058,41715.43,38.20468,48.89474,113.6901,0
8223,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,9055.419,8935.65,14197.8,0,70.93137,18067.37,0,30040.34,277.0556,0,1527.549,0,0,1892.487,1759.245,46.11765,116.1699,116.3987,0
8224,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,7844.981,8938.048,296.4973,0,69.86885,8125.404,0,11469.64,9.240437,0,5.737705,0,0,88.33333,9353.918,35.56284,45.55738,72.75956,0
8225,Immune ,20,Immune ,8589.891,8937.716,276.6424,0,53.18056,12.25694,0,3593.194,6.642361,0,834.9688,0,0,118.059,1.357639,512.5069,126.2986,57.8125,0
8226,Unknown,0,Unknown,8763.362,8939.604,6591.723,0,32.51292,2.376384,0,26627.78,3.376384,0,771.0775,0,0,102.2103,0,30.87085,98.4428,100.8413,0
8227,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,8985.966,8938.586,230.8926,0,794.562,0,0,9317.314,0,0,228.2645,0,0,172.0331,57178.37,28.82645,36.20661,61.40496,0
8228,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9709.249,8937.065,483.6749,0,55.45628,6958.537,0,5422.587,6.428962,0,18.68306,0,0,49.08324,0,33.00546,37.47268,51.06011,0
8229,Immune ,20,Immune ,6598.845,8939.98,189.1899,0,69.55696,7.525316,0,6440.263,1.392405,0,2509.244,0,0,369.4842,3678.038,1150.541,123.9399,430.269,0
8230,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7156.888,8939.154,388.4464,0,47.71674,2.896996,0.004291845,10508.09,7.2103,0,10.30043,0,0,1.892704,27237.57,31.61373,51.74678,73.25322,0
8231,Endothelial ,19,Endothelial ,7265.254,8939.115,597.9607,0,57.21397,2.379913,2262.031,18193,1402.275,0,10.22707,0,0,9.772926,22538.88,53.96507,53.40611,106.3974,3031.895
8232,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7757.583,8941.958,65.87407,0,26.77778,31190.46,0,28.84444,163.5481,0,27.57037,0,0,11.44444,0.1555556,41.86667,30.07407,43.21481,0
8233,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9794.933,8940.333,285.5766,0,47.35766,11130.49,0,523.3066,0.7226277,0,1.248175,0,0,30.70748,0,38.94161,31.0073,37.70073,0
8234,Endothelial ,19,Endothelial ,6210.49,8941.942,478.1346,0,51.91437,4.559633,108.1804,15712.18,849.4526,0,24.56575,0,0,429.2569,315.4954,43.86544,46.74924,70.09786,4583.706
8235,PanCK-Vim+MUC1-,7,PanCK-Vim+MUC1-,8161.374,8940.673,222.5699,0,62.73575,5.761658,0,9243.285,6.761658,0,137.2228,0,0,362.6736,15945.39,29.10881,40.23316,78.18653,0
8236,Endothelial ,19,Endothelial ,8533.467,8941.296,730.6403,0,78.14029,6.269784,0,15163.87,7.571942,0,559.4388,0,0,58.47842,0.3201439,30.7482,43.83094,97.16187,66.61511
8237,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,9679.13,8942.13,404.5983,0,45.66376,31301,0,7641.223,29.91266,0,22.22707,0,0,48.60664,0,40.63755,45.49782,51.37555,0
8238,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,6308.198,8943.78,30.99425,0,30.86207,14992.09,0,7449.345,41.54598,0,20.56897,0,0,1890.029,2150.092,27.86207,34.68966,52.6954,0
8239,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,6514.478,8943.391,1.070485,0,58.77533,1.46696,0,7223.612,1.246696,0,44.57709,0,0,170.5991,547.163,42.73568,72.9163,66.03524,0
8240,aSMA+CD90+PDGFRb-PDPN-CAV1-,12,aSMA+CD90+PDGFRb-PDPN-CAV1-,7581.337,8944.512,1011.61,0,49.46829,2.404878,0,7214.098,218.3659,0,164.9122,0,0,1.15122,106.4634,31.80488,37.38049,71.99512,0.604878
8241,Unknown,0,Unknown,9490.3,8943.667,5422.483,0,60.81818,13.98864,0,27543.77,1.414773,0,255.0966,0,0,48.30114,0,35.86364,75.47727,125.0511,0
8242,Unknown,0,Unknown,6771.712,8944.975,62.70112,0,33.72905,0.08659218,0.6256983,5879.198,13.48603,0,3.569832,0,0,0.9078212,75.38268,28.16201,34.45531,175.3994,0
8243,Endothelial ,19,Endothelial ,7597.865,8943.809,269.96,0,58.28,2.325,4.29,6722.07,2852.42,0,17.9,0,0,1.865,617.66,45.05,58.64,45.035,2180.11
8244,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,7701.117,8945.188,775.3804,0,381.8235,0,0,5553.69,53.46275,0,206.2078,0,0,5.270588,32030.95,41.60784,62.81961,51.62353,0
8245,PanCK+Vim+MUC1-,2,PanCK+Vim+MUC1-,8679.703,8945.495,255.4314,0,94.57353,1895.627,0,12057.58,1.245098,0,187.1471,0,0,631.4657,1021.701,24.56373,37.67647,74.33824,0
8246,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,9835.345,8945.259,195.7297,0,49.19595,2321.689,0,1289.432,0,0,95.31757,0,0,16.89189,0,30.52703,42.85135,39.81757,0
8247,PanCK+Vim-MUC1-,4,PanCK+Vim-MUC1-,7735.057,8946.172,8162.96,0,30.78531,39685.34,0,12532.98,23.28249,0,1339.379,0,0,161.7387,0.06779661,154.0508,131.1243,62.0904,0
8248,aSMA+CD90-PDGFRb-PDPN-CAV1+,13,aSMA+CD90-PDGFRb-PDPN-CAV1+,7813.685,8946.041,441.3312,0,29.40127,12.63057,69.20382,17748.77,21.21019,0,15.70701,0,0,18.24204,108.2866,23.78344,39.05096,80.86624,0
8249,Unknown,0,Unknown,8315.603,8945.013,71.90698,0,78.90698,0,0,5035.721,20.25581,0,117.4031,0,0,86.63566,3642.155,28.36434,43.93798,73.75969,0
8250,aSMA+CD90-PDGFRb-PDPN-CAV1-,14,aSMA+CD90-PDGFRb-PDPN-CAV1-,9013.286,8945.857,128.0682,0,389.1742,0,0.09090909,8156.22,0,0,212.9697,0,0,149.4394,15661.63,34.43939,33.89394,57.77273,0
